,Title,ID,Vote_Avg,Vote_Count,Popularity,release_year,Director,Gender,Revenue,Budget
301,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",411,6.9,4117,20.681,2005,Andrew Adamson,male,748806957,180000000
302,The Matrix Reloaded,604,6.8,4511,20.654,2003,Lilly Wachowski,female,738599701,150000000
303,The Amazing Spider-Man 2,102382,6.4,5717,20.625,2014,Marc Webb,male,705717432,200000000
304,The Wolf of Wall Street,106646,7.9,9446,20.622,2013,Martin Scorsese,male,392000694,100000000
305,Set It Up,384677,7.0,503,20.589,2018,Claire Scanlon,female,0,0
306,Godzilla,124905,6.1,4077,20.577,2014,Gareth Edwards,male,529076069,160000000
307,Alice in Wonderland,12155,6.5,6556,20.554,2010,Tim Burton,male,1025491110,200000000
308,I Am Legend,6479,7.0,7037,20.553,2007,Francis Lawrence,male,585349010,150000000
309,The Hateful Eight,273248,7.6,6118,20.551,2015,Quentin Tarantino,male,155760117,44000000
310,"I, Robot",2048,6.8,5396,20.545,2004,Alex Proyas,male,347234916,120000000
311,Casino Royale,36557,7.4,4972,20.533,2006,Martin Campbell,male,599045960,150000000
312,Valerian and the City of a Thousand Planets,339964,6.6,2954,20.509,2017,Luc Besson,male,225874228,177200000
313,Ice Age: Continental Drift,57800,6.2,3616,20.478,2012,Steve Martino,male,877244782,95000000
314,Sing,335797,6.9,3294,20.468,2016,Garth Jennings,male,632443719,75000000
315,Captain America: The Winter Soldier,100402,7.6,8173,20.459,2014,Joe Russo,male,714766572,170000000
316,Edge of Tomorrow,137113,7.6,6498,20.445,2014,Doug Liman,male,370541256,178000000
317,Siberia,438689,4.6,12,20.441,2018,Matthew Ross,male,0,0
318,Insidious: The Last Key,406563,6.1,793,20.398,2018,Adam Robitel,male,167184112,10000000
319,Ratatouille,2062,7.6,6665,20.368,2007,Brad Bird,male,623722818,150000000
320,Aquaman,297802,0.0,0,20.366,2018,James Wan,male,0,160000000
321,American Sniper,190859,7.4,6074,20.359,2014,Clint Eastwood,male,542307423,58800000
322,Close Encounters of the Third Kind,840,7.3,1576,20.34,1977,Steven Spielberg,male,303788635,20000000
323,Warcraft,68735,6.3,3196,20.297,2016,Duncan Jones,male,433677183,160000000
324,GoodFellas,769,8.3,4372,20.267,1990,Martin Scorsese,male,46836394,25000000
325,Your Name.,372058,8.5,2584,20.242,2016,Makoto Shinkai,male,355398372,0
326,It,346364,7.1,8208,20.24,2017,Andy Muschietti,male,700381748,35000000
327,Monty Python and the Holy Grail,762,7.8,2357,20.167,1975,Terry Gilliam,male,5028948,400000
328,Horrible Bosses 2,227159,6.1,2075,20.079,2014,Sean Anders,male,107670357,42000000
329,Beauty and the Beast,10020,7.7,4353,20.075,1991,Gary Trousdale,male,377350553,25000000
330,Harry Potter and the Order of the Phoenix,675,7.5,8074,20.071,2007,David Yates,male,938212738,150000000
331,Sex Tape,225886,5.3,2207,20.051,2014,Jake Kasdan,male,126069509,40000000
332,Saving Private Ryan,857,8.0,6705,20.02,1998,Steven Spielberg,male,481840909,70000000
333,The Expendables 3,138103,6.1,2344,20.002,2014,Patrick Hughes,male,206172544,90000000
334,The Green Mile,497,8.4,6052,19.998,1999,Frank Darabont,male,284600000,60000000
335,Finding Dory,127380,6.9,6094,19.983,2016,Andrew Stanton,male,1028570889,200000000
336,The Hangover,18785,7.2,8342,19.886,2009,Todd Phillips,male,459270619,35000000
337,Airplane!,813,7.2,1581,19.859,1980,Jim Abrahams,male,83453539,3500000
338,12 Years a Slave,76203,7.9,5130,19.837,2013,Steve McQueen,male,187000000,20000000
339,Ghostbusters,43074,5.4,3022,19.837,2016,Paul Feig,male,229147509,144000000
340,Darkest Hour,399404,7.3,1761,19.796,2017,Joe Wright,male,147568410,30000000
341,Penguins of Madagascar,270946,6.4,1790,19.716,2014,Simon J. Smith,male,373552094,132000000
342,Fantastic 4: Rise of the Silver Surfer,1979,5.5,3644,19.712,2007,Tim Story,male,289047763,130000000
343,Wind River,395834,7.4,1462,19.711,2017,Taylor Sheridan,female,184770205,11000000
344,Cars 3,260514,6.7,1781,19.696,2017,Brian Fee,male,383925276,175000000
345,Captain America: The First Avenger,1771,6.7,9689,19.695,2011,Joe Johnston,male,370569774,140000000
346,Cars,920,6.7,5666,19.693,2006,John Lasseter,male,461983149,120000000
347,Dhadak,504080,10.0,1,19.65,2018,Shashank Khaitan,male,0,0
348,Ice Princess,13374,6.0,309,19.633,2005,Tim Fywell,male,27645491,25000000
349,The Sixth Sense,745,7.8,4524,19.632,1999,M. Night Shyamalan,,672806292,40000000
350,American Made,337170,6.7,1502,19.586,2017,Doug Liman,male,133511855,50000000
351,Gladiator,98,8.0,7537,19.579,2000,Ridley Scott,male,457640427,103000000
352,Puss Gets the Boot,40372,6.7,19,19.576,1940,William Hanna,male,0,0
353,Ex Machina,264660,7.6,6493,19.576,2015,Alex Garland,male,36869414,15000000
354,World War Z,72190,6.7,7274,19.576,2013,Marc Forster,male,531865000,200000000
355,Now You See Me,75656,7.3,7798,19.573,2013,Louis Leterrier,male,117698894,75000000
356,Bruce Almighty,310,6.5,4629,19.566,2003,Tom Shadyac,male,484572835,80000000
357,Father of the Year,531949,5.6,19,19.536,2018,Tyler Spindel,male,0,0
358,Winchester,416234,5.8,406,19.473,2018,Michael Spierig,male,25091816,3500000
359,Unbreakable,9741,7.0,2889,19.464,2000,M. Night Shyamalan,,248118121,75000000
360,Troy,652,6.9,4093,19.463,2004,Wolfgang Petersen,male,497409852,175000000
361,The Twilight Saga: Breaking Dawn - Part 2,50620,6.2,3832,19.458,2012,Bill Condon,male,829000000,120000000
362,Exodus: Gods and Kings,147441,5.7,2420,19.433,2014,Ridley Scott,male,268031828,140000000
363,Memento,77,8.2,6029,19.413,2000,Christopher Nolan,male,39723096,9000000
364,Kill Bill: Vol. 1,24,7.9,7162,19.379,2003,Quentin Tarantino,male,180949045,30000000
365,The Twilight Saga: New Moon,18239,5.7,3806,19.378,2009,Chris Weitz,male,709827462,50000000
366,Snow White and the Huntsman,58595,5.9,4126,19.377,2012,Rupert Sanders,male,396600000,170000000
367,Last Holiday,17379,6.5,197,19.372,2006,Wayne Wang,male,38399961,45000000
368,WALL·E,10681,7.9,8446,19.364,2008,Andrew Stanton,male,521311860,180000000
369,Oblivion,75612,6.5,5849,19.354,2013,Joseph Kosinski,male,286168572,120000000
370,Taken 3,260346,6.1,2842,19.352,2014,Olivier Megaton,male,325771424,48000000
371,Terminator 2: Judgment Day,280,7.8,5472,19.35,1991,James Cameron,male,520000000,100000000
372,The Dark Tower,353491,5.6,2124,19.349,2017,Nikolaj Arcel,male,111757995,60000000
373,The Notebook,11036,7.8,4517,19.349,2004,Nick Cassavetes,male,115603229,29000000
374,Life,395992,6.3,3149,19.339,2017,Daniel Espinosa,male,100541806,58000000
375,The Expendables 2,76163,6.1,3562,19.335,2012,Simon West,male,312573423,100000000
376,Pride & Prejudice,4348,7.8,2138,19.334,2005,Joe Wright,male,121147947,28000000
377,The Death of Superman,487670,7.2,33,19.334,2018,Jake Castorena,male,0,0
378,Black Swan,44214,7.5,6526,19.32,2010,Darren Aronofsky,male,327803731,13000000
379,Aladdin,812,7.5,4808,19.32,1992,Ron Clements,male,504050219,28000000
380,7 Days in Entebbe,433627,6.2,67,19.316,2018,José Padilha,male,0,0
381,Predator,106,7.3,2880,19.31,1987,John McTiernan,male,98235548,18000000
382,The Lorax,73723,6.3,1360,19.264,2012,Chris Renaud,male,348840316,70000000
383,Aliens,679,7.8,4180,19.256,1986,James Cameron,male,183316455,18500000
384,Hidden Figures,381284,7.9,3479,19.247,2016,Theodore Melfi,male,230698791,25000000
385,The Princess Diaries,9880,6.5,1660,19.216,2001,Garry Marshall,male,165335153,37000000
386,Silver Linings Playbook,82693,7.0,6248,19.194,2012,David O. Russell,male,236412453,21000000
387,Blindspotting,489930,0.0,0,19.189,2018,Carlos López Estrada,male,0,0
388,Bean,1281,6.3,880,19.176,1997,Mel Smith,female,251212670,18000000
389,Uncle Drew,474335,7.2,46,19.141,2018,Charles Stone III,male,17665000,19000000
390,The Covenant,9954,5.3,399,19.12,2006,Renny Harlin,male,37597471,20000000
391,Kubo and the Two Strings,313297,7.7,1435,19.044,2016,Travis Knight,male,69929545,60000000
392,Apollo 13,568,7.4,2219,18.983,1995,Ron Howard,male,355237933,52000000
393,The Babysitter,419479,6.0,947,18.971,2017,McG,,0,0
394,Secret Love: The Schoolboy and the Mailwoman,176147,7.6,10,18.97,2005,Franziska Buch,female,0,0
395,Pacific Rim,68726,6.7,6381,18.966,2013,Guillermo del Toro,male,407602906,180000000
396,Schindler's List,424,8.4,6097,18.959,1993,Steven Spielberg,male,321365567,22000000
397,You Were Never Really Here,398181,6.4,404,18.946,2017,Lynne Ramsay,female,3356049,0
398,Godzilla: Planet of the Monsters,449574,6.3,91,18.921,2017,Hiroyuki Seshita,male,0,0
399,The Monkey King 3,437543,5.1,16,18.814,2018,Soi Cheang,male,0,73000000
400,The Conjuring,138843,7.4,4302,18.788,2013,James Wan,male,318000141,13000000
401,Ghostbusters,620,7.4,3388,18.784,1984,Ivan Reitman,male,295212467,30000000
402,How to Train Your Dragon,10191,7.6,5756,18.748,2010,Dean DeBlois,male,494878759,165000000
403,The Ballad of Lefty Brown,438457,6.5,34,18.743,2017,Jared Moshe,male,0,0
404,American History X,73,8.3,4491,18.741,1998,Tony Kaye,male,23875127,20000000
405,Pitch Perfect 2,254470,6.8,2831,18.689,2015,Elizabeth Banks,female,287506194,29000000
406,Suck Me Shakespeer,233063,7.1,871,18.668,2013,Bora Dağtekin,male,0,5000000
407,Ted 2,214756,6.1,3458,18.666,2015,Seth MacFarlane,male,217022588,68000000
408,Vaseegara,69646,5.7,5,18.658,2003,K. Selvabharathy,,0,0
409,Scary Movie,4247,6.1,2396,18.598,2000,Keenen Ivory Wayans,male,278019771,19000000
410,The Princess Diaries 2: Royal Engagement,11130,6.2,1107,18.594,2004,Garry Marshall,male,95149435,40000000
411,The Bourne Identity,2501,7.4,4509,18.594,2002,Doug Liman,male,214034224,60000000
412,The Revenant,281957,7.4,8712,18.5,2015,Alejandro González Iñárritu,male,532950503,135000000
413,Jason Bourne,324668,6.0,2993,18.486,2016,Paul Greengrass,male,415484914,120000000
414,A Delicious Flight,390845,1.0,2,18.439,2015,Choi Sang-hoon-I,female,0,0
415,Kung Fu Panda 3,140300,6.6,2281,18.401,2016,Jennifer Yuh Nelson,female,521170825,145000000
416,Cinderella,11224,6.9,2625,18.344,1950,Clyde Geronimi,male,263591415,2900000
417,Kick-Ass 2,59859,6.4,3018,18.334,2013,Jeff Wadlow,male,60700000,28000000
418,Tomorrow Never Dies,714,6.2,1252,18.311,1997,Roger Spottiswoode,male,333011068,110000000
419,Scarface,111,8.1,4187,18.304,1983,Brian De Palma,male,65884703,25000000
420,Shakespeare in Love,1934,6.9,1251,18.295,1998,John Madden,male,289317794,25000000
421,Flatliners,400710,5.6,836,18.233,2017,Niels Arden Oplev,male,45158254,19000000
422,Into the Woods,224141,5.7,2259,18.228,2014,Rob Marshall,male,212902372,50000000
423,GoldenEye,710,6.8,1607,18.226,1995,Martin Campbell,male,352194034,58000000
424,Rocky,1366,7.6,2748,18.182,1976,John G. Avildsen,male,117235147,1000000
425,Ice Age: Dawn of the Dinosaurs,8355,6.6,3443,18.174,2009,Carlos Saldanha,male,886686817,90000000
426,Oldboy,670,8.1,2825,18.139,2003,Park Chan-wook,male,14980005,3000000
427,Dracula Untold,49017,6.2,3109,18.135,2014,Gary Shore,male,217124280,10000000
428,Sin City: A Dame to Kill For,189,6.3,1778,18.131,2014,Frank Miller,male,39407616,65000000
429,Up,14160,7.8,9732,18.104,2009,Pete Docter,male,735099082,175000000
430,Adrift,429300,6.5,79,18.069,2018,Baltasar Kormákur,male,4230000,35000000
431,Boyka: Undisputed IV,348893,6.0,433,18.066,2016,Todor Chapkanov,male,0,0
432,The Gods Must Be Crazy,8393,7.1,337,18.042,1980,Jamie Uys,,60000000,5000000
433,Acrimony,464502,6.7,100,18.01,2018,Tyler Perry,male,34764055,20000000
434,Braveheart,197,7.8,4393,17.993,1995,Mel Gibson,female,210000000,72000000
435,2:22,269795,5.7,549,17.99,2017,Paul Currie,male,3500000,0
436,Jaws,578,7.6,3705,17.978,1975,Steven Spielberg,male,470700000,7000000
437,One Flew Over the Cuckoo's Nest,510,8.3,4261,17.905,1975,Miloš Forman,male,108981275,3000000
438,Tully,400579,7.1,112,17.884,2018,Jason Reitman,male,11844986,0
439,The Circle,339988,5.5,1969,17.853,2017,James Ponsoldt,male,20497844,18000000
440,Batman,268,7.1,2987,17.843,1989,Tim Burton,male,411348924,35000000
441,Shrek 2,809,6.8,4593,17.839,2004,Andrew Adamson,male,919838758,150000000
442,Gnomeo & Juliet,45772,5.8,795,17.836,2011,Kelly Asbury,female,189712432,36000000
443,The Shining,694,8.2,6044,17.796,1980,Stanley Kubrick,male,44017374,19000000
444,Die Another Day,36669,5.9,1507,17.795,2002,Lee Tamahori,male,431971116,140000000
445,American Reunion,71552,6.1,2123,17.791,2012,Jon Hurwitz,male,234989584,50000000
446,The Jungle Book,9325,7.2,2590,17.776,1967,Wolfgang Reitherman,male,205843612,4000000
447,The Terminator,218,7.5,5511,17.762,1984,James Cameron,male,78371200,6400000
448,Shutter Island,11324,8.0,9484,17.733,2010,Martin Scorsese,male,294804195,80000000
449,Untitled Avengers Movie,299534,0.0,9,17.71,2019,Joe Russo,male,0,0
450,Howl's Moving Castle,4935,8.3,2961,17.704,2004,Hayao Miyazaki,,234710455,24000000
451,The Twilight Saga: Breaking Dawn - Part 1,50619,5.9,3821,17.7,2011,Bill Condon,male,712171856,110000000
452,Princess Mononoke,128,8.3,2863,17.666,1997,Hayao Miyazaki,,159375308,26500000
453,The Intouchables,77338,8.2,7588,17.63,2011,Eric Toledano,male,426480871,13000000
454,Terminal,385332,5.6,105,17.619,2018,Vaughn Stein,male,0,0
455,Underworld: Blood Wars,346672,5.4,1967,17.615,2016,Anna Foerster,female,81093313,35000000
456,Star Trek Beyond,188927,6.6,3544,17.607,2016,Justin Lin,male,343471816,185000000
457,Girls und Panzer das Finale: Part II,496891,0.0,0,17.567,,Tsutomu Mizushima,male,0,0
458,Wild Card,265208,5.4,800,17.514,2015,Simon West,male,0,30000000
459,The Titan,476926,5.3,369,17.502,2018,Lennart Ruff,male,0,0
460,Hercules,184315,5.6,2149,17.495,2014,Brett Ratner,male,243400000,100000000
461,The Prestige,1124,8.1,6302,17.471,2006,Christopher Nolan,male,109676311,40000000
462,Prometheus,70981,6.4,6288,17.441,2012,Ridley Scott,male,403170142,130000000
463,Wreck-It Ralph,82690,7.2,5881,17.439,2012,Rich Moore,male,471222889,165000000
464,A Nightmare on Elm Street,377,7.2,1765,17.378,1984,Wes Craven,male,25504513,1800000
465,American Assassin,415842,6.2,1125,17.374,2017,Michael Cuesta,male,66676062,33000000
466,A Clockwork Orange,185,8.1,5017,17.355,1971,Stanley Kubrick,male,26589000,2200000
467,Jupiter Ascending,76757,5.3,3608,17.347,2015,Lana Wachowski,female,183987723,176000003
468,American Beauty,14,8.0,4996,17.338,1999,Sam Mendes,male,356296601,15000000
469,Insidious: Chapter 2,91586,6.6,1786,17.316,2013,James Wan,male,0,5000000
470,Tangled,38757,7.5,4823,17.314,2010,Nathan Greno,male,591794936,260000000
471,Life of Pi,87827,7.3,7309,17.307,2012,Ang Lee,female,609016565,120000000
472,The Aristocats,10112,7.2,1952,17.304,1970,Wolfgang Reitherman,male,55675257,4000000
473,The Loft,72784,6.4,638,17.301,2014,Erik Van Looy,male,10076790,14000000
474,Ocean's Eleven,161,7.3,5138,17.286,2001,Steven Soderbergh,male,450717150,85000000
475,Fantastic Four,166424,4.4,3107,17.285,2015,Josh Trank,male,167977596,120000000
476,10 Cloverfield Lane,333371,6.9,3659,17.234,2016,Dan Trachtenberg,male,108286421,15000000
477,Not Cinderella's Type,486753,8.2,12,17.228,2018,Brian Brough,male,0,0
478,The Endless,430231,6.7,84,17.183,2017,Aaron Moorhead,male,272020,0
479,The Hurricane Heist,430040,5.3,205,17.179,2018,Rob Cohen,male,5400000,35000000
480,Lucy,240832,6.3,8191,17.178,2014,Luc Besson,male,126546825,40000000
481,Elysium,68724,6.4,4471,17.175,2013,Neill Blomkamp,male,286140700,115000000
482,Independence Day,602,6.7,4383,17.149,1996,Roland Emmerich,male,0,0
483,Dragon Ball Z: Broly - The Legendary Super Saiyan,34433,7.2,214,17.141,1993,Shigeyasu Yamauchi,,0,0
484,Mirror Mirror,62764,5.7,1560,17.132,2012,Tarsem Singh,,183018522,85000000
485,Journey to the Center of the Earth,88751,5.8,1986,17.126,2008,Eric Brevig,male,101702060,45000000
486,xXx,7451,5.8,1927,17.119,2002,Rob Cohen,male,277448382,70000000
487,Master and Commander: The Far Side of the World,8619,7.0,1135,17.115,2003,Peter Weir,male,212011111,150000000
488,Gravity,49047,7.2,7605,17.097,2013,Alfonso Cuarón,male,716392705,105000000
489,Bridge of Spies,296098,7.2,3503,17.074,2015,Steven Spielberg,male,165478348,40000000
490,The Bourne Ultimatum,2503,7.3,3653,17.072,2007,Paul Greengrass,male,442824138,70000000
491,Escape from Alcatraz,10734,7.4,832,17.02,1979,Don Siegel,male,43000000,8000000
492,The Incredible Hulk,1724,6.1,4574,17.019,2008,Louis Leterrier,male,163712074,150000000
493,The Hunger Games,70160,7.0,12105,17.015,2012,Gary Ross,male,691210692,75000000
494,Scary Movie 2,4248,5.5,1626,17.01,2001,Keenen Ivory Wayans,male,141220678,45000000
495,Friends with Benefits,50544,6.6,3286,16.994,2011,Will Gluck,male,150483765,35000000
496,Dial M for Murder,521,7.9,788,16.975,1954,Alfred Hitchcock,male,3000000,1400000
497,The Godfather: Part II,240,8.5,4649,16.97,1974,Francis Ford Coppola,male,102600000,13000000
498,Spy Game,1535,6.9,786,16.948,2001,Tony Scott,male,143049560,115000000
499,Monella,50124,4.2,57,16.944,1998,Tinto Brass,male,0,0
500,The Grand Budapest Hotel,120467,8.0,6370,16.943,2014,Wes Anderson,male,174600318,30000000
501,Pokémon the Movie: I Choose You!,436931,7.1,193,16.936,2017,Kunihiko Yuyama,,0,0
502,21 Jump Street,64688,6.8,5222,16.931,2012,Phil Lord,male,201585328,42000000
503,The Mummy,564,6.7,3804,16.916,1999,Stephen Sommers,male,415885488,80000000
504,Argo,68734,7.2,4308,16.902,2012,Ben Affleck,male,232324128,44500000
505,Superhero Movie,11918,4.9,599,16.898,2008,Craig Mazin,male,25871834,35000000
506,Anon,396806,5.9,271,16.883,2018,Andrew Niccol,male,0,20000000
507,The Girl in the Fog,468202,6.6,181,16.879,2017,Donato Carrisi,male,0,0
508,Paul Blart: Mall Cop 2,256961,5.0,728,16.861,2015,Andy Fickman,male,107597242,38000000
509,A Good Day to Die Hard,47964,5.2,3953,16.86,2013,John Moore,male,304654182,92000000
510,The Departed,1422,8.1,6037,16.853,2006,Martin Scorsese,male,289847354,90000000
511,The Matrix Revolutions,605,6.5,4056,16.845,2003,Lilly Wachowski,female,424988211,150000000
512,Pitch Perfect 3,353616,6.4,1163,16.838,2017,Trish Sie,female,183897530,45000000
513,Invasion of the Body Snatchers,11549,7.4,348,16.822,1956,Don Siegel,male,0,417000
514,RoboCop,5548,7.1,1970,16.817,1987,Paul Verhoeven,male,53000000,13000000
515,The Vanishing of Sidney Hall,353066,6.8,48,16.811,2017,Shawn Christensen,male,0,0
516,The Lone Ranger,57201,6.0,3127,16.807,2013,Gore Verbinski,male,89289910,255000000
517,Sexual Chronicles of a French Family,112160,4.3,130,16.799,2012,Pascal Arnold,male,0,0
518,Wrong Turn,9902,6.1,873,16.776,2003,Rob Schmidt,male,28650575,12600000
519,My Son,451646,5.8,100,16.743,2017,Christian Carion,male,0,0
520,The Layover,339404,5.0,236,16.733,2017,William H. Macy,male,0,0
521,Rolling to You,458534,7.1,130,16.719,2018,Franck Dubosc,male,0,0
522,Iceman 2,490214,3.7,40,16.706,2018,Raymond Yip Wai-Man,male,0,0
523,Downsizing,301337,5.1,1154,16.678,2017,Alexander Payne,male,55003890,68000000
524,Central Intelligence,302699,6.2,2347,16.675,2016,Rawson Thurber,,216972543,50000000
525,Rio,46195,6.5,2924,16.658,2011,Carlos Saldanha,male,484635760,90000000
526,R.I.P.D.,49524,5.5,1627,16.653,2013,Robert Schwentke,male,61648500,130000000
527,Ocean's Twelve,163,6.5,2994,16.644,2004,Steven Soderbergh,male,362744280,110000000
528,The Bourne Legacy,49040,6.1,3140,16.605,2012,Tony Gilroy,male,276572938,130000000
529,The Smurfs 2,77931,5.6,916,16.589,2013,Raja Gosnell,male,347434178,105000000
530,Neelakasham Pachakadal Chuvanna Bhoomi,209419,6.9,8,16.587,2013,Sameer Thahir,male,0,0
531,Escape Plan,107846,6.7,2201,16.584,2013,Mikael Håfström,male,122915111,50000000
532,Highlander,8009,6.9,910,16.566,1986,Russell Mulcahy,male,5900000,16000000
533,The Three Musketeers,52451,5.6,1240,16.552,2011,Paul W.S. Anderson,male,132274484,75000000
534,Run All Night,241554,6.4,1420,16.545,2015,Jaume Collet-Serra,male,71561644,50000000
535,Early Man,387592,5.9,154,16.53,2018,Nick Park,male,53431158,50000000
536,Star Wars: Episode I - The Phantom Menace,1893,6.4,6358,16.461,1999,George Lucas,male,924317558,115000000
537,John Carter,49529,6.1,2757,16.444,2012,Andrew Stanton,male,284139100,260000000
538,Ip Man 4,449924,0.0,0,16.442,2018,Wilson Yip,male,0,0
539,Spy,238713,6.8,3270,16.435,2015,Paul Feig,male,235666219,65000000
540,Loving Pablo,425336,6.2,172,16.423,2017,Fernando León de Aranoa,male,0,4667008
541,Phantom Thread,400617,7.2,961,16.418,2017,Paul Thomas Anderson,male,46261438,35000000
542,The Wedding Ringer,252838,6.5,785,16.404,2015,Jeremy Garelick,male,79799880,23000000
543,Gotti,339103,5.5,30,16.401,2018,Kevin Connolly,male,0,0
544,Antz,8916,6.0,1908,16.401,1998,Eric Darnell,male,171757863,60000000
545,Independence Day: Resurgence,47933,5.0,3293,16.39,2016,Roland Emmerich,male,389681935,165000000
546,Bambi,3170,6.9,2149,16.37,1942,David Hand,male,267447150,858000
547,National Treasure,2059,6.5,2739,16.314,2004,Jon Turteltaub,male,347451894,100000000
548,The Captive,244761,5.9,433,16.295,2014,Atom Egoyan,male,1075178,0
549,Full Metal Jacket,600,8.1,3814,16.286,1987,Stanley Kubrick,male,46357676,17000000
550,Saw II,215,6.4,2009,16.263,2005,Darren Lynn Bousman,male,152925093,4000000
551,Spider-Man 3,559,6.0,5392,16.237,2007,Sam Raimi,male,890871626,258000000
552,Indiana Jones and the Temple of Doom,87,7.2,3846,16.218,1984,Steven Spielberg,male,333000000,28000000
553,Madagascar,953,6.7,4689,16.205,2005,Eric Darnell,male,532680671,75000000
554,The Karate Kid,38575,6.2,2401,16.2,2010,Harald Zwart,male,357852395,40000000
555,The Little Mermaid,10144,7.3,2948,16.197,1989,Ron Clements,male,211343479,40000000
556,Trolls,136799,6.7,1482,16.181,2016,Mike Mitchell,male,346864462,125000000
557,Cars 2,49013,5.9,3044,16.151,2011,John Lasseter,male,559852396,200000000
558,Death Race 4: Beyond Anarchy,401478,5.3,20,16.141,2018,Don Michael Paul,male,0,0
559,The Man with the Golden Gun,682,6.4,725,16.121,1974,Guy Hamilton,male,97572000,7000000
560,Toy Story 3,10193,7.7,6486,16.112,2010,Lee Unkrich,male,1066969703,200000000
561,Live Free or Die Hard,1571,6.5,2704,16.104,2007,Len Wiseman,male,383531464,110000000
562,Reservoir Dogs,500,8.1,5459,16.084,1992,Quentin Tarantino,male,0,10000000
563,Frankenstein,3035,7.5,446,16.063,1931,James Whale,male,12000000,291000
564,Underworld: Awakening,52520,6.2,2236,16.063,2012,Måns Mårlind,male,160112671,70000000
565,Barbie and the Diamond Castle,13004,6.9,182,16.055,2008,Gino Nichele,male,0,0
566,Ted,72105,6.3,6304,16.049,2012,Seth MacFarlane,male,549368315,50000000
567,The Cloverfield Paradox,384521,5.7,1100,16.038,2018,Julius Onah,male,0,10000000
568,Self/less,238615,6.3,1489,16.033,2015,Tarsem Singh,,30523226,26000000
569,The Scorpion King: Rise of a Warrior,13486,4.1,213,16.023,2008,Russell Mulcahy,male,0,0
570,Revenge,467938,6.5,156,16.021,2018,Coralie Fargeat,female,0,0
571,Blackhat,201088,5.2,1011,16.014,2015,Michael Mann,male,17752940,70000000
572,The Void,378018,5.8,375,15.995,2016,Jeremy Gillespie,male,151042,0
573,The Truman Show,37165,8.0,6970,15.985,1998,Peter Weir,male,264118201,60000000
574,211,500919,5.1,39,15.981,2018,York Alec Shackleton,male,0,0
575,Conan the Barbarian,37430,5.2,804,15.976,2011,Marcus Nispel,male,48795021,90000000
576,Fantastic Four,9738,5.6,4325,15.967,2005,Tim Story,male,330579719,100000000
577,Buddy's Mom,387848,8.0,1,15.953,2015,Kong Ja-kwan,male,0,0
578,Mortdecai,210860,5.4,1340,15.942,2015,David Koepp,male,30418560,60000000
579,The NeverEnding Story,34584,7.1,1478,15.935,1984,Wolfgang Petersen,male,20158808,27000000
580,Captain Underpants: The First Epic Movie,268531,6.0,425,15.902,2017,David Soren,male,125289450,38000000
581,Shrek the Third,810,6.1,3525,15.896,2007,Chris Miller,male,798958165,160000000
582,North by Northwest,213,7.9,1455,15.885,1959,Alfred Hitchcock,male,13275000,4000000
583,Donnie Darko,141,7.8,5200,15.879,2001,Richard Kelly,male,1270522,6000000
584,Bar Boys,469691,5.5,4,15.868,2017,Kip Oebanda,male,0,0
585,E.T. the Extra-Terrestrial,601,7.4,4836,15.86,1982,Steven Spielberg,male,792965326,10500000
586,Horrible Bosses,51540,6.5,3101,15.857,2011,Seth Gordon,male,117000000,35000000
587,Jack Reacher,75780,6.4,3593,15.854,2012,Christopher McQuarrie,male,218340595,60000000
588,Doraemon: Nobita and the Steel Troops,88625,5.2,5,15.849,1986,,,0,0
589,The Meg,345940,0.0,4,15.846,2018,Jon Turteltaub,male,0,150000000
590,After Earth,82700,5.1,3322,15.845,2013,M. Night Shyamalan,,243843127,130000000
591,The Big Lebowski,115,7.9,4228,15.814,1998,Joel Coen,male,46189568,15000000
592,Taken 2,82675,6.2,3386,15.814,2012,Olivier Megaton,male,376141306,45000000
593,The 5th Wave,299687,5.7,2834,15.814,2016,J Blakeson,male,109906372,38000000
594,The Big Short,318846,7.3,3603,15.769,2015,Adam McKay,male,133346506,28000000
595,28 Days Later,170,7.2,2497,15.761,2002,Danny Boyle,male,82719885,5000000
596,RoboCop,97020,5.7,2885,15.757,2014,José Padilha,male,242688965,120000000
597,Jeepers Creepers 3,55341,4.5,190,15.74,2017,Victor Salva,male,0,30000000
598,Riddick,87421,6.2,2463,15.725,2013,David Twohy,male,98337295,38000000
599,Shock and Awe,476335,7.5,7,15.7,2018,Rob Reiner,male,0,0
600,National Treasure: Book of Secrets,6637,6.1,2410,15.696,2007,Jon Turteltaub,male,457363168,130000000
601,The Chronicles of Narnia: Prince Caspian,2454,6.4,2546,15.687,2008,Andrew Adamson,male,419651413,225000000
602,Only the Brave,395991,6.7,343,15.687,2017,Joseph Kosinski,male,24202487,10000000
603,Night at the Museum: Battle of the Smithsonian,18360,5.9,2994,15.685,2009,Shawn Levy,male,413106170,150000000
604,The 6th Day,8452,5.8,812,15.679,2000,Roger Spottiswoode,male,96085477,82000000
605,The Finest Hours,300673,6.4,789,15.655,2016,Craig Gillespie,male,52099090,80000000
606,In Time,49530,6.8,4900,15.647,2011,Andrew Niccol,male,173930596,40000000
607,The Twilight Saga: Eclipse,24021,5.9,3598,15.64,2010,David Slade,male,698491347,68000000
608,Black Mass,261023,6.4,1665,15.637,2015,Scott Cooper,male,98837872,53000000
